                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     65,                 1.0576,                0.76033,                 1.1443,                0.78667,                0.58785,                0.69623,                0.42494,                 1.1303,                0.79679,                 1.1909,               0.005776,               0.005776,               0.005776
                     66,                 1.0501,                0.73078,                 1.1351,                0.72416,                0.61505,                0.68578,                0.43139,                 1.0887,                0.79473,                 1.1812,                0.00571,                0.00571,                0.00571
                     67,                 1.0292,                0.72892,                 1.1254,                0.74281,                0.59219,                0.66898,                0.42547,                 1.0594,                 0.8386,                 1.1715,               0.005644,               0.005644,               0.005644
                     68,                 1.0589,                0.74791,                 1.1246,                0.76268,                0.59653,                0.67968,                0.42405,                 1.0873,                0.80037,                 1.1879,               0.005578,               0.005578,               0.005578
                     69,                 1.0378,                0.73351,                 1.1207,                0.70673,                0.60738,                0.66246,                0.41139,                 1.1332,                0.83879,                 1.2116,               0.005512,               0.005512,               0.005512
                     70,                  1.075,                0.75481,                 1.1429,                0.75452,                0.61341,                 0.6675,                0.42632,                 1.1253,                0.82417,                 1.2103,               0.005446,               0.005446,               0.005446
                     71,                 1.0844,                0.74995,                 1.1353,                0.66393,                0.65565,                0.67994,                0.40804,                 1.1304,                0.82884,                 1.2041,                0.00538,                0.00538,                0.00538
                     72,                 1.0413,                0.73529,                 1.1275,                0.75572,                0.61822,                0.68329,                0.42639,                 1.1082,                0.80527,                 1.2057,               0.005314,               0.005314,               0.005314
                     73,                 1.0112,                0.70099,                 1.1082,                 0.7527,                0.61171,                 0.6793,                0.42255,                  1.162,                0.79341,                 1.2518,               0.005248,               0.005248,               0.005248
                     74,                 1.0255,                0.71323,                 1.1297,                0.74686,                0.58134,                0.66033,                0.41193,                 1.1661,                0.85689,                 1.2718,               0.005182,               0.005182,               0.005182
                     75,                 1.0368,                0.72785,                 1.1335,                0.77191,                0.58568,                0.67989,                0.42991,                 1.1441,                 0.8157,                 1.2555,               0.005116,               0.005116,               0.005116
                     76,                 1.0166,                0.70225,                 1.1101,                0.76669,                0.59165,                0.67567,                0.43029,                 1.1243,                0.82586,                 1.2243,                0.00505,                0.00505,                0.00505
                     77,                 1.0044,                0.69993,                 1.1117,                0.76076,                0.62256,                0.69938,                0.43755,                  1.094,                0.75323,                 1.1825,               0.004984,               0.004984,               0.004984
                     78,                 1.0494,                0.71363,                 1.1256,                0.76276,                0.60304,                0.69985,                0.43753,                 1.0952,                0.78411,                 1.1914,               0.004918,               0.004918,               0.004918
                     79,                 1.0342,                0.69656,                 1.1133,                0.77843,                0.60205,                0.69763,                0.43392,                  1.115,                0.77965,                 1.1947,               0.004852,               0.004852,               0.004852
                     80,                 1.0097,                0.68694,                 1.1158,                0.73289,                0.62494,                0.68604,                0.41864,                 1.1232,                0.81713,                    1.2,               0.004786,               0.004786,               0.004786
                     81,                0.99443,                0.68209,                  1.102,                0.78245,                0.60521,                0.67306,                 0.4208,                 1.0869,                 0.8065,                 1.1662,                0.00472,                0.00472,                0.00472
                     82,                 1.0102,                0.68317,                 1.1145,                0.77962,                0.61171,                 0.6896,                0.42692,                 1.0689,                0.77933,                  1.146,               0.004654,               0.004654,               0.004654
                     83,                 1.0105,                0.68046,                 1.0962,                0.77629,                0.58785,                0.66337,                0.42283,                 1.0697,                0.82226,                 1.1571,               0.004588,               0.004588,               0.004588
                     84,                0.95046,                0.64588,                 1.0846,                0.77124,                0.59239,                0.68088,                  0.424,                 1.0993,                0.80481,                 1.1897,               0.004522,               0.004522,               0.004522
                     85,                0.98851,                0.66832,                 1.0968,                0.76144,                0.60238,                0.68361,                0.43057,                 1.1166,                0.78442,                 1.1983,               0.004456,               0.004456,               0.004456
                     86,                0.98095,                0.65271,                 1.0962,                0.78241,                0.56941,                0.63494,                0.41313,                  1.112,                0.84001,                 1.1984,                0.00439,                0.00439,                0.00439
                     87,                 0.9779,                0.64594,                 1.0821,                0.77589,                0.63083,                0.69933,                0.44777,                 1.0795,                0.78712,                  1.162,               0.004324,               0.004324,               0.004324
