                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     98,                0.93316,                0.60439,                 1.0702,                0.71248,                0.64425,                0.68682,                0.43708,                 1.0702,                0.70796,                 1.1696,             0.00051355,             0.00051355,             0.00051355
                     99,                0.93586,                0.60691,                 1.0731,                0.74347,                0.62869,                0.69039,                0.44621,                 1.0531,                0.71219,                 1.1438,              0.0005041,              0.0005041,              0.0005041
                    100,                0.89174,                0.58402,                 1.0552,                0.74436,                0.61897,                0.68067,                0.43847,                 1.0634,                 0.7384,                 1.1679,             0.00049466,             0.00049466,             0.00049466
                    101,                0.96202,                0.62742,                 1.0821,                0.74402,                0.62907,                0.69877,                0.45028,                 1.0487,                0.70801,                 1.1498,             0.00048521,             0.00048521,             0.00048521
                    102,                 0.9152,                  0.595,                   1.06,                0.74338,                0.62256,                0.68784,                0.43869,                 1.0466,                0.75456,                 1.1535,             0.00047576,             0.00047576,             0.00047576
                    103,                0.90698,                0.59968,                 1.0686,                0.75534,                0.61171,                0.68325,                 0.4336,                 1.0756,                0.78706,                 1.1796,             0.00046631,             0.00046631,             0.00046631
                    104,                0.92024,                  0.602,                 1.0691,                0.72501,                0.64425,                0.69847,                 0.4381,                 1.0666,                0.70186,                  1.179,             0.00045686,             0.00045686,             0.00045686
                    105,                0.91888,                0.58568,                 1.0684,                0.74291,                0.63774,                0.69684,                0.44236,                 1.0259,                0.70026,                 1.1411,             0.00044742,             0.00044742,             0.00044742
                    106,                0.91503,                0.59522,                 1.0572,                0.76331,                0.62039,                 0.6825,                0.43628,                 1.0479,                0.74609,                 1.1575,             0.00043797,             0.00043797,             0.00043797
                    107,                0.88244,                0.56516,                 1.0514,                0.75464,                0.61605,                0.69187,                0.44845,                 1.0401,                0.70086,                 1.1415,             0.00042852,             0.00042852,             0.00042852
                    108,                0.89828,                0.58221,                 1.0527,                0.78793,                0.59653,                 0.6786,                 0.4401,                 1.0602,                0.73165,                 1.1716,             0.00041907,             0.00041907,             0.00041907
                    109,                0.92725,                0.58967,                 1.0641,                0.70354,                0.65076,                0.69266,                 0.4412,                 1.0413,                0.68293,                 1.1481,             0.00040963,             0.00040963,             0.00040963
                    110,                0.88999,                0.57103,                 1.0555,                0.72372,                0.63341,                0.67639,                 0.4437,                 1.0496,                0.74471,                 1.1551,             0.00040018,             0.00040018,             0.00040018
                    111,                0.90772,                0.57856,                 1.0524,                 0.7342,                0.62473,                0.67046,                 0.4353,                 1.0573,                0.76526,                 1.1524,             0.00039073,             0.00039073,             0.00039073
                    112,                0.89649,                0.57507,                 1.0507,                0.71521,                0.61822,                0.67251,                0.43915,                 1.0619,                0.74711,                 1.1642,             0.00038128,             0.00038128,             0.00038128
                    113,                 0.9005,                0.57278,                  1.055,                0.73994,                0.62337,                0.69764,                0.44262,                 1.0355,                0.71481,                 1.1529,             0.00037183,             0.00037183,             0.00037183
                    114,                0.92211,                0.56824,                 1.0546,                0.75411,                0.62039,                0.68473,                0.43802,                 1.0363,                0.71618,                 1.1527,             0.00036239,             0.00036239,             0.00036239
                    115,                0.89861,                0.57363,                 1.0512,                0.74135,                0.62473,                0.69052,                0.44253,                 1.0361,                 0.7257,                  1.156,             0.00035294,             0.00035294,             0.00035294
                    116,                0.87536,                0.55847,                 1.0384,                 0.7324,                0.61605,                0.67533,                0.43842,                 1.0457,                0.75332,                 1.1543,             0.00034349,             0.00034349,             0.00034349
                    117,                0.86027,                 0.5618,                 1.0362,                0.70867,                0.62473,                0.66522,                0.43347,                 1.0283,                0.75331,                  1.143,             0.00033404,             0.00033404,             0.00033404
